company,website,location,contact,rating,review_count,hourly_rate,min_project_size,employee_size
Vipra,https://www.viprabusiness.com/contact-us/,"Charleston,SC",+12132211060,4.9,4,$25-$49/hr,"$5,000+",50-249
ConvergeSol,https://www.convergesolution.com,"Ahmedabad,India",+91.82389.90929,4.8,6,$25-$49/hr,"$5,000+",50-249
,https://iconflux.com/,"Ahmedabad,India",+919512787877,,,<$25/hr,"$5,000+",50-249
QuickSEOHelp,https://www.quickseohelp.com/,"Ahmedabad,India",+918320408052,5.0,6,<$25/hr,"$1,000+",10-49
Czarnowski&Beer,http://czarbeer.com/,"NewYork,NY",212.397.2970,,,$150-$199/hr,"$1,000+",2-9
DalalAssociates,http://www.dalalcpa.com/,"Westbury,NY",516.334.2112,,,$150-$199/hr,"$1,000+",10-49
iQueSoft,http://www.iquesoft.net/,"Kharkiv,Ukraine",+380.66.777.45.67,4.7,3,$25-$49/hr,Undisclosed,10-49
Goldburd&Co.,http://www.goldburd.com,"NewYork,NY",212.302.8970,,,Undisclosed,"$1,000+",2-9
GreenSlate,https://gslate.com/,"NewYork,NY",212.206.1099,,,$50-$99/hr,"$1,000+",10-49
KiwiPartners,http://www.kiwipartners.com/,"NewYork,NY",212.532.7171,,,$150-$199/hr,"$1,000+",50-249
dops.digital,http://dops.digital/?utm_source=clutch&utm_medium=referral,"L'viv,Ukraine",+380636300449,5.0,22,$50-$99/hr,"$10,000+",10-49
,https://www.versatilemobitech.com,"Kondapur,India",9701930011,4.2,8,$25-$49/hr,"$5,000+",50-249
,http://www.smartsensesolutions.com,"Gandhinagar,India",8866105208,4.9,13,$50-$99/hr,"$25,000+",50-249
NCheng,http://www.ncheng.com/,"NewYork,NY",212.785.0100,,,$50-$99/hr,"$1,000+",50-249
Vipra,https://www.viprabusiness.com/contact-us/,"Charleston,SC",+12132211060,4.9,4,$25-$49/hr,"$5,000+",50-249
ConvergeSol,https://www.convergesolution.com,"Ahmedabad,India",+91.82389.90929,4.8,6,$25-$49/hr,"$5,000+",50-249
"Ratafia&Co.,CPAs",http://www.ratafia.com/,"NewYork,NY",212.889.0781,,,$150-$199/hr,"$1,000+",2-9
,https://iconflux.com/,"Ahmedabad,India",+919512787877,,,<$25/hr,"$5,000+",50-249
QuickSEOHelp,https://www.quickseohelp.com/,"Ahmedabad,India",+918320408052,5.0,6,<$25/hr,"$1,000+",10-49
Czarnowski&Beer,http://czarbeer.com/,"NewYork,NY",212.397.2970,,,$150-$199/hr,"$1,000+",2-9
DalalAssociates,http://www.dalalcpa.com/,"Westbury,NY",516.334.2112,,,$150-$199/hr,"$1,000+",10-49
iQueSoft,http://www.iquesoft.net/,"Kharkiv,Ukraine",+380.66.777.45.67,4.7,3,$25-$49/hr,Undisclosed,10-49
Goldburd&Co.,http://www.goldburd.com,"NewYork,NY",212.302.8970,,,Undisclosed,"$1,000+",2-9
GreenSlate,https://gslate.com/,"NewYork,NY",212.206.1099,,,$50-$99/hr,"$1,000+",10-49
KiwiPartners,http://www.kiwipartners.com/,"NewYork,NY",212.532.7171,,,$150-$199/hr,"$1,000+",50-249
dops.digital,http://dops.digital/?utm_source=clutch&utm_medium=referral,"L'viv,Ukraine",+380636300449,5.0,22,$50-$99/hr,"$10,000+",10-49
,https://www.versatilemobitech.com,"Kondapur,India",9701930011,4.2,8,$25-$49/hr,"$5,000+",50-249
,http://www.smartsensesolutions.com,"Gandhinagar,India",8866105208,4.9,13,$50-$99/hr,"$25,000+",50-249
NCheng,http://www.ncheng.com/,"NewYork,NY",212.785.0100,,,$50-$99/hr,"$1,000+",50-249
Vipra,https://www.viprabusiness.com/contact-us/,"Charleston,SC",+12132211060,4.9,4,$25-$49/hr,"$5,000+",50-249
ConvergeSol,https://www.convergesolution.com,"Ahmedabad,India",+91.82389.90929,4.8,6,$25-$49/hr,"$5,000+",50-249
"Ratafia&Co.,CPAs",http://www.ratafia.com/,"NewYork,NY",212.889.0781,,,$150-$199/hr,"$1,000+",2-9
ISOSEngineers,http://www.isosengineers.cl/,"LasCondes,Chile",+56(9)92804540,,,$25-$49/hr,"$5,000+",2-9
,https://iconflux.com/,"Ahmedabad,India",+919512787877,,,<$25/hr,"$5,000+",50-249
QuickSEOHelp,https://www.quickseohelp.com/,"Ahmedabad,India",+918320408052,5.0,6,<$25/hr,"$1,000+",10-49
Czarnowski&Beer,http://czarbeer.com/,"NewYork,NY",212.397.2970,,,$150-$199/hr,"$1,000+",2-9
DalalAssociates,http://www.dalalcpa.com/,"Westbury,NY",516.334.2112,,,$150-$199/hr,"$1,000+",10-49
iQueSoft,http://www.iquesoft.net/,"Kharkiv,Ukraine",+380.66.777.45.67,4.7,3,$25-$49/hr,Undisclosed,10-49
Goldburd&Co.,http://www.goldburd.com,"NewYork,NY",212.302.8970,,,Undisclosed,"$1,000+",2-9
GreenSlate,https://gslate.com/,"NewYork,NY",212.206.1099,,,$50-$99/hr,"$1,000+",10-49
KiwiPartners,http://www.kiwipartners.com/,"NewYork,NY",212.532.7171,,,$150-$199/hr,"$1,000+",50-249
dops.digital,http://dops.digital/?utm_source=clutch&utm_medium=referral,"L'viv,Ukraine",+380636300449,5.0,22,$50-$99/hr,"$10,000+",10-49
,https://www.versatilemobitech.com,"Kondapur,India",9701930011,4.2,8,$25-$49/hr,"$5,000+",50-249
,http://www.smartsensesolutions.com,"Gandhinagar,India",8866105208,4.9,13,$50-$99/hr,"$25,000+",50-249
NCheng,http://www.ncheng.com/,"NewYork,NY",212.785.0100,,,$50-$99/hr,"$1,000+",50-249
Vipra,https://www.viprabusiness.com/contact-us/,"Charleston,SC",+12132211060,4.9,4,$25-$49/hr,"$5,000+",50-249
ConvergeSol,https://www.convergesolution.com,"Ahmedabad,India",+91.82389.90929,4.8,6,$25-$49/hr,"$5,000+",50-249
"Ratafia&Co.,CPAs",http://www.ratafia.com/,"NewYork,NY",212.889.0781,,,$150-$199/hr,"$1,000+",2-9
ISOSEngineers,http://www.isosengineers.cl/,"LasCondes,Chile",+56(9)92804540,,,$25-$49/hr,"$5,000+",2-9
WEB4PRO,https://web4pro.net,"Vinnytsia,Ukraine",+38(096)482-4742,4.9,25,$25-$49/hr,"$1,000+",10-49
,https://iconflux.com/,"Ahmedabad,India",+919512787877,,,<$25/hr,"$5,000+",50-249
QuickSEOHelp,https://www.quickseohelp.com/,"Ahmedabad,India",+918320408052,5.0,6,<$25/hr,"$1,000+",10-49
Czarnowski&Beer,http://czarbeer.com/,"NewYork,NY",212.397.2970,,,$150-$199/hr,"$1,000+",2-9
DalalAssociates,http://www.dalalcpa.com/,"Westbury,NY",516.334.2112,,,$150-$199/hr,"$1,000+",10-49
iQueSoft,http://www.iquesoft.net/,"Kharkiv,Ukraine",+380.66.777.45.67,4.7,3,$25-$49/hr,Undisclosed,10-49
Goldburd&Co.,http://www.goldburd.com,"NewYork,NY",212.302.8970,,,Undisclosed,"$1,000+",2-9
GreenSlate,https://gslate.com/,"NewYork,NY",212.206.1099,,,$50-$99/hr,"$1,000+",10-49
KiwiPartners,http://www.kiwipartners.com/,"NewYork,NY",212.532.7171,,,$150-$199/hr,"$1,000+",50-249
dops.digital,http://dops.digital/?utm_source=clutch&utm_medium=referral,"L'viv,Ukraine",+380636300449,5.0,22,$50-$99/hr,"$10,000+",10-49
,https://www.versatilemobitech.com,"Kondapur,India",9701930011,4.2,8,$25-$49/hr,"$5,000+",50-249
,http://www.smartsensesolutions.com,"Gandhinagar,India",8866105208,4.9,13,$50-$99/hr,"$25,000+",50-249
NCheng,http://www.ncheng.com/,"NewYork,NY",212.785.0100,,,$50-$99/hr,"$1,000+",50-249
Vipra,https://www.viprabusiness.com/contact-us/,"Charleston,SC",+12132211060,4.9,4,$25-$49/hr,"$5,000+",50-249
ConvergeSol,https://www.convergesolution.com,"Ahmedabad,India",+91.82389.90929,4.8,6,$25-$49/hr,"$5,000+",50-249
"Ratafia&Co.,CPAs",http://www.ratafia.com/,"NewYork,NY",212.889.0781,,,$150-$199/hr,"$1,000+",2-9
ISOSEngineers,http://www.isosengineers.cl/,"LasCondes,Chile",+56(9)92804540,,,$25-$49/hr,"$5,000+",2-9
WEB4PRO,https://web4pro.net,"Vinnytsia,Ukraine",+38(096)482-4742,4.9,25,$25-$49/hr,"$1,000+",10-49
RotenbergMeril,http://www.rmsbg.com/,"NewYork,NY",212.660.0050,,,$150-$199/hr,"$1,000+",50-249
,https://iconflux.com/,"Ahmedabad,India",+919512787877,,,<$25/hr,"$5,000+",50-249
QuickSEOHelp,https://www.quickseohelp.com/,"Ahmedabad,India",+918320408052,5.0,6,<$25/hr,"$1,000+",10-49
Czarnowski&Beer,http://czarbeer.com/,"NewYork,NY",212.397.2970,,,$150-$199/hr,"$1,000+",2-9
DalalAssociates,http://www.dalalcpa.com/,"Westbury,NY",516.334.2112,,,$150-$199/hr,"$1,000+",10-49
iQueSoft,http://www.iquesoft.net/,"Kharkiv,Ukraine",+380.66.777.45.67,4.7,3,$25-$49/hr,Undisclosed,10-49
Goldburd&Co.,http://www.goldburd.com,"NewYork,NY",212.302.8970,,,Undisclosed,"$1,000+",2-9
GreenSlate,https://gslate.com/,"NewYork,NY",212.206.1099,,,$50-$99/hr,"$1,000+",10-49
KiwiPartners,http://www.kiwipartners.com/,"NewYork,NY",212.532.7171,,,$150-$199/hr,"$1,000+",50-249
dops.digital,http://dops.digital/?utm_source=clutch&utm_medium=referral,"L'viv,Ukraine",+380636300449,5.0,22,$50-$99/hr,"$10,000+",10-49
,https://www.versatilemobitech.com,"Kondapur,India",9701930011,4.2,8,$25-$49/hr,"$5,000+",50-249
,http://www.smartsensesolutions.com,"Gandhinagar,India",8866105208,4.9,13,$50-$99/hr,"$25,000+",50-249
NCheng,http://www.ncheng.com/,"NewYork,NY",212.785.0100,,,$50-$99/hr,"$1,000+",50-249
Vipra,https://www.viprabusiness.com/contact-us/,"Charleston,SC",+12132211060,4.9,4,$25-$49/hr,"$5,000+",50-249
ConvergeSol,https://www.convergesolution.com,"Ahmedabad,India",+91.82389.90929,4.8,6,$25-$49/hr,"$5,000+",50-249
"Ratafia&Co.,CPAs",http://www.ratafia.com/,"NewYork,NY",212.889.0781,,,$150-$199/hr,"$1,000+",2-9
ISOSEngineers,http://www.isosengineers.cl/,"LasCondes,Chile",+56(9)92804540,,,$25-$49/hr,"$5,000+",2-9
WEB4PRO,https://web4pro.net,"Vinnytsia,Ukraine",+38(096)482-4742,4.9,25,$25-$49/hr,"$1,000+",10-49
RotenbergMeril,http://www.rmsbg.com/,"NewYork,NY",212.660.0050,,,$150-$199/hr,"$1,000+",50-249
Elun,http://www.elun.cl/,"ViñadelMar,Chile",+56.32.268.0778,,,$25-$49/hr,"$5,000+",10-49
,https://iconflux.com/,"Ahmedabad,India",+919512787877,,,<$25/hr,"$5,000+",50-249
QuickSEOHelp,https://www.quickseohelp.com/,"Ahmedabad,India",+918320408052,5.0,6,<$25/hr,"$1,000+",10-49
Czarnowski&Beer,http://czarbeer.com/,"NewYork,NY",212.397.2970,,,$150-$199/hr,"$1,000+",2-9
DalalAssociates,http://www.dalalcpa.com/,"Westbury,NY",516.334.2112,,,$150-$199/hr,"$1,000+",10-49
iQueSoft,http://www.iquesoft.net/,"Kharkiv,Ukraine",+380.66.777.45.67,4.7,3,$25-$49/hr,Undisclosed,10-49
Goldburd&Co.,http://www.goldburd.com,"NewYork,NY",212.302.8970,,,Undisclosed,"$1,000+",2-9
GreenSlate,https://gslate.com/,"NewYork,NY",212.206.1099,,,$50-$99/hr,"$1,000+",10-49
KiwiPartners,http://www.kiwipartners.com/,"NewYork,NY",212.532.7171,,,$150-$199/hr,"$1,000+",50-249
dops.digital,http://dops.digital/?utm_source=clutch&utm_medium=referral,"L'viv,Ukraine",+380636300449,5.0,22,$50-$99/hr,"$10,000+",10-49
,https://www.versatilemobitech.com,"Kondapur,India",9701930011,4.2,8,$25-$49/hr,"$5,000+",50-249
,http://www.smartsensesolutions.com,"Gandhinagar,India",8866105208,4.9,13,$50-$99/hr,"$25,000+",50-249
NCheng,http://www.ncheng.com/,"NewYork,NY",212.785.0100,,,$50-$99/hr,"$1,000+",50-249
Vipra,https://www.viprabusiness.com/contact-us/,"Charleston,SC",+12132211060,4.9,4,$25-$49/hr,"$5,000+",50-249
ConvergeSol,https://www.convergesolution.com,"Ahmedabad,India",+91.82389.90929,4.8,6,$25-$49/hr,"$5,000+",50-249
"Ratafia&Co.,CPAs",http://www.ratafia.com/,"NewYork,NY",212.889.0781,,,$150-$199/hr,"$1,000+",2-9
ISOSEngineers,http://www.isosengineers.cl/,"LasCondes,Chile",+56(9)92804540,,,$25-$49/hr,"$5,000+",2-9
WEB4PRO,https://web4pro.net,"Vinnytsia,Ukraine",+38(096)482-4742,4.9,25,$25-$49/hr,"$1,000+",10-49
RotenbergMeril,http://www.rmsbg.com/,"NewYork,NY",212.660.0050,,,$150-$199/hr,"$1,000+",50-249
Elun,http://www.elun.cl/,"ViñadelMar,Chile",+56.32.268.0778,,,$25-$49/hr,"$5,000+",10-49
Roth&Company,http://www.rothcocpa.com/,"Brooklyn,NY",718.236.1600,,,$150-$199/hr,"$1,000+",50-249
,https://iconflux.com/,"Ahmedabad,India",+919512787877,,,<$25/hr,"$5,000+",50-249
QuickSEOHelp,https://www.quickseohelp.com/,"Ahmedabad,India",+918320408052,5.0,6,<$25/hr,"$1,000+",10-49
Czarnowski&Beer,http://czarbeer.com/,"NewYork,NY",212.397.2970,,,$150-$199/hr,"$1,000+",2-9
DalalAssociates,http://www.dalalcpa.com/,"Westbury,NY",516.334.2112,,,$150-$199/hr,"$1,000+",10-49
iQueSoft,http://www.iquesoft.net/,"Kharkiv,Ukraine",+380.66.777.45.67,4.7,3,$25-$49/hr,Undisclosed,10-49
Goldburd&Co.,http://www.goldburd.com,"NewYork,NY",212.302.8970,,,Undisclosed,"$1,000+",2-9
GreenSlate,https://gslate.com/,"NewYork,NY",212.206.1099,,,$50-$99/hr,"$1,000+",10-49
KiwiPartners,http://www.kiwipartners.com/,"NewYork,NY",212.532.7171,,,$150-$199/hr,"$1,000+",50-249
dops.digital,http://dops.digital/?utm_source=clutch&utm_medium=referral,"L'viv,Ukraine",+380636300449,5.0,22,$50-$99/hr,"$10,000+",10-49
,https://www.versatilemobitech.com,"Kondapur,India",9701930011,4.2,8,$25-$49/hr,"$5,000+",50-249
,http://www.smartsensesolutions.com,"Gandhinagar,India",8866105208,4.9,13,$50-$99/hr,"$25,000+",50-249
NCheng,http://www.ncheng.com/,"NewYork,NY",212.785.0100,,,$50-$99/hr,"$1,000+",50-249
Vipra,https://www.viprabusiness.com/contact-us/,"Charleston,SC",+12132211060,4.9,4,$25-$49/hr,"$5,000+",50-249
ConvergeSol,https://www.convergesolution.com,"Ahmedabad,India",+91.82389.90929,4.8,6,$25-$49/hr,"$5,000+",50-249
"Ratafia&Co.,CPAs",http://www.ratafia.com/,"NewYork,NY",212.889.0781,,,$150-$199/hr,"$1,000+",2-9
ISOSEngineers,http://www.isosengineers.cl/,"LasCondes,Chile",+56(9)92804540,,,$25-$49/hr,"$5,000+",2-9
WEB4PRO,https://web4pro.net,"Vinnytsia,Ukraine",+38(096)482-4742,4.9,25,$25-$49/hr,"$1,000+",10-49
RotenbergMeril,http://www.rmsbg.com/,"NewYork,NY",212.660.0050,,,$150-$199/hr,"$1,000+",50-249
Elun,http://www.elun.cl/,"ViñadelMar,Chile",+56.32.268.0778,,,$25-$49/hr,"$5,000+",10-49
